away_score,home_score,game_id,season,season_type,home_team_id,home_team_name,home_team_abbrev,away_team_id,away_team_name,away_team_abbrev,game_date,home_win,away_win,home_time_in_front,away_time_in_front,home_time_in_front_fr,away_time_in_front_fr,away_time_behind,home_time_behind,home_win1,home_win2,home_win3,home_win4,away_win1,away_win2,away_win3,away_win4,home_win_a1,home_win_a2,home_win_a3,home_win_a4,away_win_a1,away_win_a2,away_win_a3,away_win_a4,home_time_behind_fr,away_time_behind_fr,win_time_in_front,lose_time_in_front,win_team,lose_team,win_time_behind,lose_time_behind
108,115,401071630,2019,2,23,Sacramento,SAC,18,New York,NY,17959,TRUE,FALSE,2623,203,0.9107638888888889,0.07048611111111111,2623,203,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.07048611111111111,0.9107638888888889,0.9107638888888889,0.07048611111111111,SAC,NY,0.07048611111111111,0.9107638888888889
113,105,401071631,2019,2,13,Los Angeles,LAL,12,LA,LAC,17959,FALSE,TRUE,979,1751,0.33993055555555557,0.6079861111111111,979,1751,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.6079861111111111,0.33993055555555557,0.6079861111111111,0.33993055555555557,LAC,LAL,0.33993055555555557,0.6079861111111111
118,108,401071617,2019,2,30,Charlotte,CHA,22,Portland,POR,17958,FALSE,TRUE,18,2720,0.00625,0.9444444444444444,18,2720,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.9444444444444444,0.00625,0.9444444444444444,0.00625,POR,CHA,0.00625,0.9444444444444444
115,104,401071618,2019,2,2,Boston,BOS,10,Houston,HOU,17958,FALSE,TRUE,106,2746,0.03680555555555556,0.9534722222222223,106,2746,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.9534722222222223,0.03680555555555556,0.9534722222222223,0.03680555555555556,HOU,BOS,0.03680555555555556,0.9534722222222223
123,118,401071619,2019,2,4,Chicago,CHI,1,Atlanta,ATL,17958,FALSE,TRUE,27,2807,0.009375,0.9746527777777778,27,2807,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.9746527777777778,0.009375,0.9746527777777778,0.009375,ATL,CHI,0.009375,0.9746527777777778
107,128,401071620,2019,2,12,LA,LAC,18,New York,NY,17958,TRUE,FALSE,2745,29,0.953125,0.010069444444444445,2745,29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.010069444444444445,0.953125,0.953125,0.010069444444444445,LAC,NY,0.010069444444444445,0.953125
93,107,401071621,2019,2,5,Cleveland,CLE,19,Orlando,ORL,17958,TRUE,FALSE,1940,550,0.6736111111111112,0.1909722222222222,1940,550,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.1909722222222222,0.6736111111111112,0.6736111111111112,0.1909722222222222,CLE,ORL,0.1909722222222222,0.6736111111111112
107,112,401071622,2019,2,8,Detroit,DET,28,Toronto,TOR,17958,TRUE,FALSE,2006.4,755,0.5573333333333333,0.20972222222222223,2006.4,755,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.20972222222222223,0.5573333333333333,0.5573333333333333,0.20972222222222223,DET,TOR,0.20972222222222223,0.5573333333333333
121,135,401071623,2019,2,27,Washington,WSH,16,Minnesota,MIN,17958,TRUE,FALSE,2166,440,0.7520833333333333,0.1527777777777778,2166,440,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.1527777777777778,0.7520833333333333,0.7520833333333333,0.1527777777777778,WSH,MIN,0.1527777777777778,0.7520833333333333
95,99,401071624,2019,2,25,Oklahoma City,OKC,29,Memphis,MEM,17958,TRUE,FALSE,157.9000000000001,2595,0.05482638888888892,0.9010416666666666,157.9000000000001,2595,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.9010416666666666,0.05482638888888892,0.05482638888888892,0.9010416666666666,OKC,MEM,0.9010416666666666,0.05482638888888892
129,93,401071608,2019,2,5,Cleveland,CLE,8,Detroit,DET,17957,FALSE,TRUE,94,2731,0.03263888888888889,0.9482638888888889,94,2731,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.9482638888888889,0.03263888888888889,0.9482638888888889,0.03263888888888889,DET,CLE,0.03263888888888889,0.9482638888888889
117,112,401071609,2019,2,11,Indiana,IND,19,Orlando,ORL,17957,FALSE,TRUE,1461,1004.1,0.5072916666666667,0.3486458333333333,1461,1004.1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.3486458333333333,0.5072916666666667,0.3486458333333333,0.5072916666666667,ORL,IND,0.5072916666666667,0.3486458333333333
88,117,401071610,2019,2,14,Miami,MIA,17,Brooklyn,BKN,17957,TRUE,FALSE,2815,0,0.9774305555555556,0,2815,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0.9774305555555556,0.9774305555555556,0,MIA,BKN,0,0.9774305555555556
120,117,401071611,2019,2,20,Philadelphia,PHI,9,Golden State,GS,17957,FALSE,TRUE,1888,678.3000000000002,0.6555555555555556,0.2355208333333334,1888,678.3000000000002,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.2355208333333334,0.6555555555555556,0.2355208333333334,0.6555555555555556,GS,PHI,0.6555555555555556,0.2355208333333334
111,81,401071612,2019,2,6,Dallas,DAL,29,Memphis,MEM,17957,FALSE,TRUE,113,2657,0.03923611111111111,0.9225694444444444,113,2657,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.9225694444444444,0.03923611111111111,0.9225694444444444,0.03923611111111111,MEM,DAL,0.03923611111111111,0.9225694444444444
102,116,401071613,2019,2,24,San Antonio,SA,25,Oklahoma City,OKC,17957,TRUE,FALSE,2771,29,0.9621527777777777,0.010069444444444445,2771,29,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.010069444444444445,0.9621527777777777,0.9621527777777777,0.010069444444444445,SA,OKC,0.010069444444444445,0.9621527777777777
120,112,401071614,2019,2,7,Denver,DEN,3,New Orleans,NO,17957,FALSE,TRUE,1796,1009,0.6236111111111111,0.3503472222222222,1796,1009,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.3503472222222222,0.6236111111111111,0.3503472222222222,0.6236111111111111,NO,DEN,0.6236111111111111,0.3503472222222222
109,118,401071615,2019,2,21,Phoenix,PHX,13,Los Angeles,LAL,17957,TRUE,FALSE,2666,104,0.9256944444444445,0.03611111111111111,2666,104,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.03611111111111111,0.9256944444444445,0.9256944444444445,0.03611111111111111,PHX,LAL,0.03611111111111111,0.9256944444444445
111,115,401071616,2019,2,26,Utah,UTAH,15,Milwaukee,MIL,17957,TRUE,FALSE,867,1815,0.30104166666666665,0.6302083333333334,867,1815,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.6302083333333334,0.30104166666666665,0.30104166666666665,0.6302083333333334,UTAH,MIL,0.6302083333333334,0.30104166666666665
168,161,401071601,2019,2,1,Atlanta,ATL,4,Chicago,CHI,17956,FALSE,TRUE,1821.4999999999995,1614,0.3162326388888888,0.28020833333333334,1821.4999999999995,1614,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.28020833333333334,0.3162326388888888,0.28020833333333334,0.3162326388888888,CHI,ATL,0.3162326388888888,0.28020833333333334
123,112,401071602,2019,2,17,Brooklyn,BKN,30,Charlotte,CHA,17956,FALSE,TRUE,659,2023,0.22881944444444444,0.7024305555555556,659,2023,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.7024305555555556,0.22881944444444444,0.7024305555555556,0.22881944444444444,CHA,BKN,0.22881944444444444,0.7024305555555556
117,119,401071603,2019,2,28,Toronto,TOR,22,Portland,POR,17956,TRUE,FALSE,2441.5,270.2999999999997,0.8477430555555555,0.09385416666666657,2441.5,270.2999999999997,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.09385416666666657,0.8477430555555555,0.8477430555555555,0.09385416666666657,TOR,POR,0.09385416666666657,0.8477430555555555
96,107,401071604,2019,2,2,Boston,BOS,27,Washington,WSH,17956,TRUE,FALSE,2732,133,0.9486111111111111,0.04618055555555556,2732,133,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.04618055555555556,0.9486111111111111,0.9486111111111111,0.04618055555555556,BOS,WSH,0.04618055555555556,0.9486111111111111
130,116,401071605,2019,2,21,Phoenix,PHX,3,New Orleans,NO,17956,FALSE,TRUE,1476,1382,0.5125,0.4798611111111111,1476,1382,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.4798611111111111,0.5125,0.4798611111111111,0.5125,NO,PHX,0.5125,0.4798611111111111
116,109,401071606,2019,2,23,Sacramento,SAC,12,LA,LAC,17956,FALSE,TRUE,632.8,2090,0.2197222222222222,0.7256944444444444,632.8,2090,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.7256944444444444,0.2197222222222222,0.7256944444444444,0.2197222222222222,LAC,SAC,0.2197222222222222,0.7256944444444444
131,120,401071607,2019,2,13,Los Angeles,LAL,15,Milwaukee,MIL,17956,FALSE,TRUE,1163.6000000000004,1322,0.40402777777777793,0.45902777777777776,1163.6000000000004,1322,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.45902777777777776,0.40402777777777793,0.45902777777777776,0.40402777777777793,MIL,LAL,0.40402777777777793,0.45902777777777776
115,122,401071595,2019,2,11,Indiana,IND,16,Minnesota,MIN,17955,TRUE,FALSE,1476.4,1183.6,0.5126388888888889,0.4109722222222222,1476.4,1183.6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.4109722222222222,0.5126388888888889,0.5126388888888889,0.4109722222222222,IND,MIN,0.4109722222222222,0.5126388888888889
96,103,401071596,2019,2,19,Orlando,ORL,9,Golden State,GS,17955,TRUE,FALSE,1845,947,0.640625,0.32881944444444444,1845,947,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.32881944444444444,0.640625,0.640625,0.32881944444444444,ORL,GS,0.32881944444444444,0.640625
125,118,401071597,2019,2,18,New York,NY,5,Cleveland,CLE,17955,FALSE,TRUE,2400.9,307,0.8336458333333334,0.10659722222222222,2400.9,307,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.10659722222222222,0.8336458333333334,0.10659722222222222,0.8336458333333334,CLE,NY,0.8336458333333334,0.10659722222222222
118,121,401071598,2019,2,10,Houston,HOU,14,Miami,MIA,17955,TRUE,FALSE,692.7,2059.3,0.24052083333333335,0.7150347222222223,692.7,2059.3,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0.7150347222222223,0.24052083333333335,0.24052083333333335,0.7150347222222223,HOU,MIA,0.7150347222222223,0.24052083333333335
108,104,401071600,2019,2,25,Oklahoma City,OKC,20,Philadelphia,PHI,17955,FALSE,TRUE,49,2718,0.017013888888888887,0.94375,49,2718,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.94375,0.017013888888888887,0.94375,0.017013888888888887,PHI,OKC,0.017013888888888887,0.94375
111,104,401071599,2019,2,7,Denver,DEN,26,Utah,UTAH,17955,FALSE,TRUE,610,2046,0.21180555555555555,0.7104166666666667,610,2046,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.7104166666666667,0.21180555555555555,0.7104166666666667,0.21180555555555555,UTAH,DEN,0.21180555555555555,0.7104166666666667
118,113,401071584,2019,2,30,Charlotte,CHA,10,Houston,HOU,17954,FALSE,TRUE,1474,1302,0.5118055555555555,0.45208333333333334,1474,1302,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.45208333333333334,0.5118055555555555,0.45208333333333334,0.5118055555555555,HOU,CHA,0.5118055555555555,0.45208333333333334
123,131,401071585,2019,2,1,Atlanta,ATL,16,Minnesota,MIN,17954,TRUE,FALSE,736,2109.5,0.20444444444444446,0.5859722222222222,736,2109.5,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.5859722222222222,0.20444444444444446,0.20444444444444446,0.5859722222222222,ATL,MIN,0.5859722222222222,0.20444444444444446
125,116,401071587,2019,2,17,Brooklyn,BKN,27,Washington,WSH,17954,FALSE,TRUE,443,2216,0.15381944444444445,0.7694444444444445,443,2216,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.7694444444444445,0.15381944444444445,0.7694444444444445,0.15381944444444445,WSH,BKN,0.15381944444444445,0.7694444444444445
125,126,401071588,2019,2,14,Miami,MIA,9,Golden State,GS,17954,TRUE,FALSE,2504.8,170.19999999999982,0.8697222222222223,0.05909722222222216,2504.8,170.19999999999982,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.05909722222222216,0.8697222222222223,0.8697222222222223,0.05909722222222216,MIA,GS,0.05909722222222216,0.8697222222222223
97,92,401071586,2019,2,2,Boston,BOS,22,Portland,POR,17954,FALSE,TRUE,164,2498,0.05694444444444444,0.8673611111111111,164,2498,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.8673611111111111,0.05694444444444444,0.8673611111111111,0.05694444444444444,POR,BOS,0.05694444444444444,0.8673611111111111
109,107,401071589,2019,2,29,Memphis,MEM,4,Chicago,CHI,17954,FALSE,TRUE,438.79999999999995,1820.4,0.15236111111111109,0.6320833333333333,438.79999999999995,1820.4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.6320833333333333,0.15236111111111109,0.6320833333333333,0.15236111111111109,CHI,MEM,0.15236111111111109,0.6320833333333333
93,105,401071590,2019,2,24,San Antonio,SA,8,Detroit,DET,17954,TRUE,FALSE,2413,256,0.8378472222222222,0.08888888888888889,2413,256,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.08888888888888889,0.8378472222222222,0.8378472222222222,0.08888888888888889,SA,DET,0.08888888888888889,0.8378472222222222
101,110,401071591,2019,2,6,Dallas,DAL,11,Indiana,IND,17954,TRUE,FALSE,1507.2,1161,0.5233333333333333,0.403125,1507.2,1161,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.403125,0.5233333333333333,0.5233333333333333,0.403125,DAL,IND,0.403125,0.5233333333333333
105,111,401071592,2019,2,26,Utah,UTAH,12,LA,LAC,17954,TRUE,FALSE,616,1953.1,0.21388888888888888,0.6781597222222222,616,1953.1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.6781597222222222,0.21388888888888888,0.21388888888888888,0.6781597222222222,UTAH,LAC,0.6781597222222222,0.21388888888888888
141,140,401071593,2019,2,23,Sacramento,SAC,15,Milwaukee,MIL,17954,FALSE,TRUE,572.2999999999997,2418,0.15897222222222215,0.6716666666666666,572.2999999999997,2418,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.6716666666666666,0.15897222222222215,0.6716666666666666,0.15897222222222215,MIL,SAC,0.15897222222222215,0.6716666666666666
119,125,401071594,2019,2,13,Los Angeles,LAL,3,New Orleans,NO,17954,TRUE,FALSE,2364.4,285.5999999999999,0.8209722222222222,0.09916666666666664,2364.4,285.5999999999999,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.09916666666666664,0.8209722222222222,0.8209722222222222,0.09916666666666664,LAL,NO,0.09916666666666664,0.8209722222222222
103,108,401071581,2019,2,18,New York,NY,19,Orlando,ORL,17953,TRUE,FALSE,177,2625,0.06145833333333333,0.9114583333333334,177,2625,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.9114583333333334,0.06145833333333333,0.06145833333333333,0.9114583333333334,NY,ORL,0.9114583333333334,0.06145833333333333
95,118,401071582,2019,2,28,Toronto,TOR,2,Boston,BOS,17953,TRUE,FALSE,2498.5,208.60000000000002,0.8675347222222223,0.07243055555555557,2498.5,208.60000000000002,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.07243055555555557,0.8675347222222223,0.8675347222222223,0.07243055555555557,TOR,BOS,0.07243055555555557,0.8675347222222223
112,121,401071583,2019,2,7,Denver,DEN,25,Oklahoma City,OKC,17953,TRUE,FALSE,2299.8,411.20000000000005,0.7985416666666667,0.14277777777777778,2299.8,411.20000000000005,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.14277777777777778,0.7985416666666667,0.7985416666666667,0.14277777777777778,DEN,OKC,0.14277777777777778,0.7985416666666667
121,110,401071570,2019,2,30,Charlotte,CHA,9,Golden State,GS,17952,FALSE,TRUE,216,2585,0.075,0.8975694444444444,216,2585,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.8975694444444444,0.075,0.8975694444444444,0.075,GS,CHA,0.075,0.8975694444444444
123,110,401071571,2019,2,5,Cleveland,CLE,22,Portland,POR,17952,FALSE,TRUE,0,2818,0,0.9784722222222222,0,2818,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.9784722222222222,0,0.9784722222222222,0,POR,CLE,0,0.9784722222222222
109,113,401071572,2019,2,8,Detroit,DET,11,Indiana,IND,17952,TRUE,FALSE,2783,19,0.9663194444444444,0.006597222222222222,2783,19,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.006597222222222222,0.9663194444444444,0.9663194444444444,0.006597222222222222,DET,IND,0.006597222222222222,0.9663194444444444
85,101,401071573,2019,2,17,Brooklyn,BKN,24,San Antonio,SA,17952,TRUE,FALSE,2710,17,0.9409722222222222,0.005902777777777778,2710,17,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.005902777777777778,0.9409722222222222,0.9409722222222222,0.005902777777777778,BKN,SA,0.005902777777777778,0.9409722222222222
124,121,401071574,2019,2,14,Miami,MIA,21,Phoenix,PHX,17952,FALSE,TRUE,2199.7999999999997,558.2000000000003,0.7638194444444444,0.19381944444444454,2199.7999999999997,558.2000000000003,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.19381944444444454,0.7638194444444444,0.19381944444444454,0.7638194444444444,PHX,MIA,0.7638194444444444,0.19381944444444454
117,106,401071575,2019,2,4,Chicago,CHI,15,Milwaukee,MIL,17952,FALSE,TRUE,968,1833,0.33611111111111114,0.6364583333333333,968,1833,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.6364583333333333,0.33611111111111114,0.6364583333333333,0.33611111111111114,MIL,CHI,0.33611111111111114,0.6364583333333333
111,119,401071576,2019,2,10,Houston,HOU,1,Atlanta,ATL,17952,TRUE,FALSE,2459.7,143,0.8540625,0.049652777777777775,2459.7,143,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.049652777777777775,0.8540625,0.8540625,0.049652777777777775,HOU,ATL,0.049652777777777775,0.8540625
105,110,401071577,2019,2,29,Memphis,MEM,13,Los Angeles,LAL,17952,TRUE,FALSE,2300.6,490,0.7988194444444444,0.1701388888888889,2300.6,490,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.1701388888888889,0.7988194444444444,0.7988194444444444,0.1701388888888889,MEM,LAL,0.1701388888888889,0.7988194444444444
105,112,401071578,2019,2,16,Minnesota,MIN,23,Sacramento,SAC,17952,TRUE,FALSE,2023,758,0.7024305555555556,0.26319444444444445,2023,758,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.26319444444444445,0.7024305555555556,0.7024305555555556,0.26319444444444445,MIN,SAC,0.26319444444444445,0.7024305555555556
111,110,401071579,2019,2,3,New Orleans,NO,20,Philadelphia,PHI,17952,FALSE,TRUE,334,2465,0.11597222222222223,0.8559027777777778,334,2465,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.8559027777777778,0.11597222222222223,0.8559027777777778,0.11597222222222223,PHI,NO,0.11597222222222223,0.8559027777777778
112,121,401071580,2019,2,12,LA,LAC,6,Dallas,DAL,17952,TRUE,FALSE,2063,728,0.7163194444444444,0.25277777777777777,2063,728,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.25277777777777777,0.7163194444444444,0.7163194444444444,0.25277777777777777,LAC,DAL,0.25277777777777777,0.7163194444444444
113,98,401071567,2019,2,28,Toronto,TOR,19,Orlando,ORL,17951,FALSE,TRUE,94,2656,0.03263888888888889,0.9222222222222223,94,2656,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.9222222222222223,0.03263888888888889,0.9222222222222223,0.03263888888888889,ORL,TOR,0.03263888888888889,0.9222222222222223
96,123,401071568,2019,2,7,Denver,DEN,12,LA,LAC,17951,TRUE,FALSE,2794,0,0.9701388888888889,0,2794,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0.9701388888888889,0.9701388888888889,0,DEN,LAC,0,0.9701388888888889
118,130,401071569,2019,2,18,New York,NY,24,San Antonio,SA,17951,TRUE,FALSE,2656,133,0.9222222222222223,0.04618055555555556,2656,133,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.04618055555555556,0.9222222222222223,0.9222222222222223,0.04618055555555556,NY,SA,0.04618055555555556,0.9222222222222223
130,115,401071555,2019,2,20,Philadelphia,PHI,22,Portland,POR,17950,FALSE,TRUE,712,1966,0.24722222222222223,0.6826388888888889,712,1966,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.6826388888888889,0.24722222222222223,0.6826388888888889,0.24722222222222223,POR,PHI,0.24722222222222223,0.6826388888888889
112,120,401071556,2019,2,1,Atlanta,ATL,21,Phoenix,PHX,17950,TRUE,FALSE,1054.6000000000001,1586.1,0.3661805555555556,0.5507291666666666,1054.6000000000001,1586.1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.5507291666666666,0.3661805555555556,0.3661805555555556,0.5507291666666666,ATL,PHX,0.5507291666666666,0.3661805555555556
